transaction_id,customer_id,date,service_name,amount,estimated_margin_pct,quantity
TXN-02540,CUST-0127,2024-06-10,Annual Subscription,2421.54,45.0,1
TXN-02541,CUST-0111,2024-11-13,Annual Subscription,620.15,45.0,1
TXN-02542,CUST-0200,2025-12-24,Property Management,1789.52,25.0,1
TXN-02543,CUST-0082,2025-11-03,Process Optimization,30233.58,22.0,1
TXN-02544,CUST-0158,2025-02-15,Premium Membership,490.52,18.0,1
TXN-02545,CUST-0135,2024-07-17,Product Sale,144.21,15.0,1
TXN-02546,CUST-0188,2025-06-24,Corporate Training,3882.24,22.0,1
TXN-02547,CUST-0094,2025-02-02,Annual Subscription,2804.45,45.0,1
TXN-02548,CUST-0056,2024-09-17,Contract Review,3106.55,30.0,1
TXN-02549,CUST-0121,2025-10-14,Retainer,19870.38,28.0,1
TXN-02550,CUST-0025,2025-09-02,Telemedicine Plan,2980.83,28.0,1
TXN-02551,CUST-0161,2025-12-17,Workshop Ticket,1170.4,25.0,2
TXN-02552,CUST-0061,2025-07-13,Executive Coaching,12681.68,35.0,1
TXN-02553,CUST-0197,2024-08-20,Website Development,6719.89,25.0,1
TXN-02554,CUST-0032,2024-09-22,Website Development,11031.88,25.0,1
TXN-02555,CUST-0121,2025-07-03,Hourly Consultation,363.48,35.0,1
TXN-02556,CUST-0157,2025-06-17,SEO Package,3251.74,20.0,1
TXN-02557,CUST-0134,2025-01-08,SEO Package,2310.06,20.0,1
TXN-02558,CUST-0182,2025-02-11,Hourly Consultation,620.08,35.0,1
TXN-02559,CUST-0187,2024-09-08,Annual Subscription,2517.65,28.0,1
TXN-02560,CUST-0101,2025-03-25,Property Listing,3076.85,30.0,1
TXN-02561,CUST-0178,2025-12-18,Social Media Mgmt,2735.53,22.0,1
TXN-02562,CUST-0146,2024-06-16,SEO Package,6985.72,20.0,1
TXN-02563,CUST-0157,2025-11-20,SEO Package,3885.31,20.0,1
TXN-02564,CUST-0034,2025-07-28,Litigation Support,13298.82,25.0,1
TXN-02565,CUST-0080,2024-05-04,Annual Subscription,2801.97,45.0,1
TXN-02566,CUST-0116,2024-12-02,Premium Membership,543.27,18.0,1
TXN-02567,CUST-0126,2025-04-19,Strategy Session,3893.52,30.0,2
TXN-02568,CUST-0086,2024-08-10,Monthly Subscription,525.95,40.0,1
TXN-02569,CUST-0110,2025-10-15,SEO Package,1988.17,20.0,1
TXN-02570,CUST-0073,2024-08-28,SEO Package,6287.38,20.0,1
TXN-02571,CUST-0009,2025-11-28,Hourly Consultation,3277.04,35.0,1
TXN-02572,CUST-0144,2025-02-12,Valuation Report,4351.58,35.0,1
TXN-02573,CUST-0177,2025-09-22,Website Development,34688.5,25.0,1
TXN-02574,CUST-0048,2024-12-05,Social Media Mgmt,8000.77,22.0,1
TXN-02575,CUST-0043,2025-10-01,Bulk Order,11728.74,12.0,1
TXN-02576,CUST-0158,2024-12-18,Product Sale,407.93,15.0,1
TXN-02577,CUST-0105,2025-04-09,Litigation Support,9901.58,25.0,1
TXN-02578,CUST-0022,2024-05-03,Corporate Training,15987.53,22.0,1
TXN-02579,CUST-0162,2024-12-03,Corporate Training,29841.57,22.0,1
TXN-02580,CUST-0090,2024-07-08,Market Analysis,18355.5,28.0,1
TXN-02581,CUST-0145,2025-12-01,Annual Subscription,1246.01,45.0,1
TXN-02582,CUST-0138,2024-11-23,Retainer,22779.17,28.0,1
TXN-02583,CUST-0037,2024-03-27,Annual Subscription,5289.55,28.0,1
TXN-02584,CUST-0198,2025-08-22,Process Optimization,36082.45,22.0,1
TXN-02585,CUST-0191,2024-09-06,Workshop Ticket,1413.01,25.0,1
TXN-02586,CUST-0096,2024-12-28,Process Optimization,28075.38,22.0,2
TXN-02587,CUST-0055,2025-02-23,SEO Package,5432.51,20.0,1
TXN-02588,CUST-0064,2025-11-02,Wellness Program,5543.93,25.0,1
TXN-02589,CUST-0070,2025-11-26,Implementation Fee,3755.91,20.0,1
TXN-02590,CUST-0027,2025-08-17,Process Optimization,28172.54,22.0,1
TXN-02591,CUST-0054,2025-02-20,Valuation Report,5597.3,35.0,1
TXN-02592,CUST-0187,2024-03-31,Workshop Ticket,150.0,25.0,1
TXN-02593,CUST-0112,2025-04-14,Market Analysis,5186.77,28.0,1
TXN-02594,CUST-0182,2025-04-18,Hourly Consultation,912.65,35.0,1
TXN-02595,CUST-0068,2025-09-10,Bulk Order,42198.55,12.0,2
TXN-02596,CUST-0067,2025-08-21,Website Development,50049.71,25.0,1
TXN-02597,CUST-0188,2024-07-30,Workshop Ticket,279.95,25.0,1
TXN-02598,CUST-0074,2025-12-09,Litigation Support,52704.18,25.0,1
TXN-02599,CUST-0051,2024-12-22,Annual Subscription,3802.55,45.0,1
TXN-02600,CUST-0148,2025-08-14,Product Sale,133.41,15.0,1
TXN-02601,CUST-0053,2024-08-24,Implementation Fee,4468.44,20.0,1
TXN-02602,CUST-0055,2025-11-29,SEO Package,2098.32,20.0,1
TXN-02603,CUST-0027,2025-03-27,Process Optimization,63861.13,22.0,1
TXN-02604,CUST-0172,2024-10-18,Monthly Subscription,390.29,40.0,1
TXN-02605,CUST-0074,2024-12-10,Contract Review,5741.34,30.0,3
TXN-02606,CUST-0148,2025-05-25,Premium Membership,167.67,18.0,1
TXN-02607,CUST-0027,2024-04-29,Process Optimization,20907.27,22.0,1
TXN-02608,CUST-0014,2025-02-19,Property Management,8877.88,25.0,1
TXN-02609,CUST-0018,2025-04-01,Property Listing,3252.9,30.0,1
TXN-02610,CUST-0056,2025-02-18,Litigation Support,80360.38,25.0,1
TXN-02611,CUST-0097,2025-11-03,Executive Coaching,7988.67,35.0,1
TXN-02612,CUST-0110,2025-05-25,Website Development,7644.29,25.0,1
TXN-02613,CUST-0100,2025-11-25,Social Media Mgmt,2701.61,22.0,2
TXN-02614,CUST-0020,2024-07-01,Property Management,2289.78,25.0,1
TXN-02615,CUST-0089,2025-12-13,Market Analysis,26012.54,28.0,1
TXN-02616,CUST-0095,2024-07-06,Product Sale,307.69,15.0,1
TXN-02617,CUST-0196,2025-12-21,Telemedicine Plan,2758.37,28.0,1
TXN-02618,CUST-0076,2025-05-02,Enterprise License,49140.6,35.0,1
TXN-02619,CUST-0179,2025-09-06,Course Enrollment,2792.86,20.0,1
TXN-02620,CUST-0034,2025-12-01,Hourly Consultation,928.57,35.0,1
TXN-02621,CUST-0110,2025-07-24,Website Development,4674.44,25.0,1
TXN-02622,CUST-0083,2025-12-09,Executive Coaching,8857.27,35.0,1
TXN-02623,CUST-0165,2025-12-17,PPC Campaign,4115.14,18.0,1
TXN-02624,CUST-0108,2025-11-11,Annual Subscription,3070.48,28.0,1
TXN-02625,CUST-0030,2025-06-01,SEO Package,6132.77,20.0,3
TXN-02626,CUST-0126,2025-03-06,Executive Coaching,15445.45,35.0,1
TXN-02627,CUST-0022,2025-11-21,Annual Subscription,2449.92,28.0,1
TXN-02628,CUST-0064,2025-11-25,Corporate Health,31172.54,22.0,1
TXN-02629,CUST-0187,2025-08-17,Corporate Training,26500.99,22.0,3
TXN-02630,CUST-0185,2025-12-12,Implementation Fee,19276.37,20.0,1
TXN-02631,CUST-0005,2024-05-27,Website Development,56554.11,25.0,2
TXN-02632,CUST-0108,2025-08-23,Annual Subscription,1234.0,28.0,1
TXN-02633,CUST-0173,2024-04-08,SEO Package,2985.6,20.0,2
TXN-02634,CUST-0116,2024-11-10,Subscription Box,129.27,20.0,1
TXN-02635,CUST-0168,2025-02-08,PPC Campaign,20849.31,18.0,1
TXN-02636,CUST-0098,2024-10-02,Hourly Consultation,767.98,35.0,1
TXN-02637,CUST-0130,2024-03-10,Strategy Session,10089.66,30.0,1
TXN-02638,CUST-0086,2024-02-23,Enterprise License,43012.46,35.0,1
TXN-02639,CUST-0128,2024-09-24,Website Development,22471.62,25.0,1
TXN-02640,CUST-0114,2025-11-04,Process Optimization,9834.41,22.0,1
TXN-02641,CUST-0068,2025-07-30,Premium Membership,1056.65,18.0,1
TXN-02642,CUST-0052,2024-04-13,Property Listing,3630.75,30.0,1
TXN-02643,CUST-0033,2025-03-31,Product Sale,83.4,15.0,1
TXN-02644,CUST-0188,2025-09-25,Corporate Training,11228.19,22.0,1
TXN-02645,CUST-0162,2025-10-15,Workshop Ticket,199.6,25.0,3
TXN-02646,CUST-0003,2025-05-26,PPC Campaign,7289.0,18.0,1
TXN-02647,CUST-0005,2025-06-06,SEO Package,5537.54,20.0,1
TXN-02648,CUST-0150,2025-01-07,Patient Consultation,373.4,30.0,1
TXN-02649,CUST-0007,2024-09-01,Website Development,51509.67,25.0,1
TXN-02650,CUST-0129,2025-12-11,Litigation Support,52048.62,25.0,1
TXN-02651,CUST-0166,2025-11-08,Corporate Health,9700.51,22.0,1
TXN-02652,CUST-0001,2024-11-21,Product Sale,307.13,15.0,1
TXN-02653,CUST-0013,2024-04-14,PPC Campaign,25985.78,18.0,1
TXN-02654,CUST-0107,2025-03-08,Subscription Box,110.45,20.0,1
TXN-02655,CUST-0118,2025-01-14,Bulk Order,18876.4,12.0,1
TXN-02656,CUST-0145,2025-06-28,Annual Subscription,3795.88,45.0,1
TXN-02657,CUST-0138,2024-07-22,Hourly Consultation,902.59,35.0,1
TXN-02658,CUST-0197,2024-09-13,Website Development,38841.02,25.0,1
TXN-02659,CUST-0043,2024-09-23,Premium Membership,1140.77,18.0,1
TXN-02660,CUST-0126,2025-02-16,Market Analysis,19278.63,28.0,1
TXN-02661,CUST-0108,2025-08-24,Workshop Ticket,1640.99,25.0,1
TXN-02662,CUST-0181,2024-09-07,Annual Subscription,4358.78,28.0,1
TXN-02663,CUST-0129,2025-12-30,Litigation Support,27624.38,25.0,1
TXN-02664,CUST-0138,2024-12-22,Litigation Support,20297.06,25.0,1
TXN-02665,CUST-0094,2024-12-14,Enterprise License,29325.49,35.0,1
TXN-02666,CUST-0017,2025-02-03,Market Analysis,24234.9,28.0,1
TXN-02667,CUST-0192,2025-06-22,Monthly Subscription,144.12,40.0,1
TXN-02668,CUST-0080,2025-04-29,Monthly Subscription,523.55,40.0,1
TXN-02669,CUST-0096,2024-09-11,Executive Coaching,18760.33,35.0,3
TXN-02670,CUST-0053,2025-07-01,Implementation Fee,5197.11,20.0,1
TXN-02671,CUST-0055,2025-09-25,SEO Package,8683.54,20.0,3
TXN-02672,CUST-0137,2024-02-24,Property Listing,4034.04,30.0,1
TXN-02673,CUST-0051,2025-10-03,Enterprise License,47738.0,35.0,1
TXN-02674,CUST-0177,2025-07-26,Website Development,8562.31,25.0,1
TXN-02675,CUST-0106,2024-08-16,Annual Subscription,643.41,28.0,1
TXN-02676,CUST-0001,2024-05-07,Product Sale,39.96,15.0,1
TXN-02677,CUST-0129,2025-12-17,Litigation Support,24799.27,25.0,1
TXN-02678,CUST-0084,2025-05-30,Bulk Order,9710.71,12.0,1
TXN-02679,CUST-0135,2024-03-12,Subscription Box,95.18,20.0,1
TXN-02680,CUST-0076,2025-07-11,Monthly Subscription,90.09,40.0,1
TXN-02681,CUST-0095,2025-05-14,Product Sale,180.36,15.0,1
TXN-02682,CUST-0091,2024-09-12,SEO Package,2644.59,20.0,1
TXN-02683,CUST-0127,2025-03-21,Annual Subscription,999.25,45.0,1
TXN-02684,CUST-0031,2025-04-27,Valuation Report,1387.03,35.0,1
TXN-02685,CUST-0059,2024-12-10,Patient Consultation,251.9,30.0,1
TXN-02686,CUST-0067,2025-03-01,PPC Campaign,16914.83,18.0,1
TXN-02687,CUST-0038,2025-05-05,Monthly Subscription,537.36,40.0,1
TXN-02688,CUST-0032,2025-01-10,Social Media Mgmt,4471.57,22.0,1
TXN-02689,CUST-0022,2025-02-21,Annual Subscription,579.2,28.0,1
TXN-02690,CUST-0192,2024-07-23,Implementation Fee,6237.87,20.0,1
TXN-02691,CUST-0127,2024-09-18,Implementation Fee,12590.54,20.0,1
TXN-02692,CUST-0148,2025-01-29,Premium Membership,904.23,18.0,1
TXN-02693,CUST-0076,2025-07-30,Monthly Subscription,348.73,40.0,1
TXN-02694,CUST-0158,2025-08-30,Bulk Order,15220.68,12.0,1
TXN-02695,CUST-0008,2025-11-14,SEO Package,7431.79,20.0,1
TXN-02696,CUST-0112,2024-04-20,Process Optimization,55930.0,22.0,1
TXN-02697,CUST-0055,2025-03-28,PPC Campaign,15839.72,18.0,1
TXN-02698,CUST-0124,2024-03-27,Valuation Report,1829.74,35.0,1
TXN-02699,CUST-0091,2024-12-10,SEO Package,6117.31,20.0,1
TXN-02700,CUST-0184,2024-01-07,Implementation Fee,7481.18,20.0,1
TXN-02701,CUST-0090,2024-07-25,Strategy Session,11936.93,30.0,1
TXN-02702,CUST-0060,2025-06-17,Valuation Report,2476.34,35.0,1
TXN-02703,CUST-0113,2024-04-11,Implementation Fee,5982.98,20.0,1
TXN-02704,CUST-0071,2024-05-19,PPC Campaign,20333.16,18.0,1
TXN-02705,CUST-0099,2024-11-15,Litigation Support,14229.95,25.0,1
TXN-02706,CUST-0141,2025-03-28,Market Analysis,23363.02,28.0,1
TXN-02707,CUST-0096,2024-08-06,Process Optimization,12099.93,22.0,1
TXN-02708,CUST-0074,2025-02-25,Hourly Consultation,1305.62,35.0,1
TXN-02709,CUST-0007,2024-07-03,SEO Package,5042.79,20.0,1
TXN-02710,CUST-0154,2025-12-13,Website Development,26111.71,25.0,1
TXN-02711,CUST-0197,2024-09-11,Website Development,37678.82,25.0,1
TXN-02712,CUST-0150,2024-11-22,Telemedicine Plan,1373.67,28.0,3
TXN-02713,CUST-0106,2024-07-20,Annual Subscription,773.35,28.0,1
TXN-02714,CUST-0038,2025-10-28,Annual Subscription,1379.42,45.0,1
TXN-02715,CUST-0155,2024-12-17,Course Enrollment,1608.84,20.0,1
TXN-02716,CUST-0143,2025-01-31,Consultation Fee,432.18,32.0,1
TXN-02717,CUST-0155,2024-07-05,Annual Subscription,3276.57,28.0,1
TXN-02718,CUST-0053,2024-10-17,Implementation Fee,9544.41,20.0,1
TXN-02719,CUST-0184,2024-01-18,Annual Subscription,5396.13,45.0,1
TXN-02720,CUST-0146,2025-11-21,PPC Campaign,25786.72,18.0,1
TXN-02721,CUST-0145,2025-09-23,Enterprise License,41540.25,35.0,1
TXN-02722,CUST-0146,2025-07-19,Website Development,24461.48,25.0,1
TXN-02723,CUST-0055,2025-11-08,PPC Campaign,10487.34,18.0,1
TXN-02724,CUST-0128,2024-10-14,Website Development,43328.39,25.0,1
TXN-02725,CUST-0164,2024-03-24,Workshop Ticket,246.08,25.0,1
TXN-02726,CUST-0027,2025-04-24,Strategy Session,9496.04,30.0,1
TXN-02727,CUST-0059,2024-03-20,Corporate Health,33720.71,22.0,1
TXN-02728,CUST-0147,2025-02-27,Market Analysis,13198.54,28.0,1
TXN-02729,CUST-0172,2025-11-09,Annual Subscription,4164.01,45.0,1
TXN-02730,CUST-0164,2024-03-11,Workshop Ticket,156.94,25.0,1
TXN-02731,CUST-0152,2025-09-08,Contract Review,2758.84,30.0,1
TXN-02732,CUST-0155,2025-01-26,Workshop Ticket,631.12,25.0,2
TXN-02733,CUST-0031,2025-12-18,Property Listing,874.73,30.0,3
TXN-02734,CUST-0006,2024-03-24,Annual Subscription,4371.72,28.0,1
TXN-02735,CUST-0111,2025-12-17,Monthly Subscription,146.29,40.0,1
TXN-02736,CUST-0149,2024-12-07,Bulk Order,40782.36,12.0,1
TXN-02737,CUST-0193,2024-10-25,Market Analysis,11657.71,28.0,1
TXN-02738,CUST-0124,2025-10-04,Property Management,5634.73,25.0,1
TXN-02739,CUST-0087,2025-06-15,Premium Membership,434.16,18.0,1
TXN-02740,CUST-0156,2025-12-04,Enterprise License,23038.44,35.0,1
TXN-02741,CUST-0042,2025-06-27,Property Listing,2474.21,30.0,2
TXN-02742,CUST-0003,2025-07-12,Website Development,9302.31,25.0,1
TXN-02743,CUST-0100,2025-03-20,PPC Campaign,22312.5,18.0,1
TXN-02744,CUST-0082,2025-11-25,Executive Coaching,3288.62,35.0,1
TXN-02745,CUST-0119,2024-11-24,Corporate Training,2965.08,22.0,1
TXN-02746,CUST-0130,2025-12-15,Process Optimization,40311.36,22.0,1
TXN-02747,CUST-0057,2025-12-09,PPC Campaign,15057.15,18.0,1
TXN-02748,CUST-0122,2025-04-12,Hourly Consultation,1815.52,35.0,1
TXN-02749,CUST-0061,2025-11-08,Executive Coaching,9531.16,35.0,2
TXN-02750,CUST-0138,2024-07-25,Hourly Consultation,3186.34,35.0,1
TXN-02751,CUST-0012,2025-09-08,Bulk Order,5204.72,12.0,1
TXN-02752,CUST-0113,2024-10-11,Annual Subscription,2615.78,45.0,1
TXN-02753,CUST-0158,2025-11-11,Subscription Box,68.46,20.0,1
TXN-02754,CUST-0056,2025-12-17,Hourly Consultation,1429.36,35.0,1
TXN-02755,CUST-0169,2024-06-20,Strategy Session,2629.67,30.0,1
TXN-02756,CUST-0049,2025-12-26,Monthly Subscription,409.35,40.0,1
TXN-02757,CUST-0174,2025-11-20,Valuation Report,3925.29,35.0,1
TXN-02758,CUST-0062,2025-03-16,Litigation Support,14293.17,25.0,1
TXN-02759,CUST-0075,2025-07-16,Retainer,13653.55,28.0,1
TXN-02760,CUST-0143,2025-12-06,Valuation Report,1394.41,35.0,1
TXN-02761,CUST-0136,2025-05-04,Consultation Fee,1939.04,32.0,1
TXN-02762,CUST-0043,2025-10-13,Bulk Order,9622.95,12.0,1
TXN-02763,CUST-0112,2025-06-05,Executive Coaching,7590.98,35.0,1
TXN-02764,CUST-0050,2025-04-01,Strategy Session,6912.17,30.0,1
TXN-02765,CUST-0023,2024-05-18,Contract Review,7123.05,30.0,1
TXN-02766,CUST-0137,2024-04-22,Valuation Report,3738.88,35.0,1
TXN-02767,CUST-0006,2024-03-20,Annual Subscription,2946.02,28.0,1
TXN-02768,CUST-0105,2024-12-05,Contract Review,5002.96,30.0,2
TXN-02769,CUST-0136,2024-06-13,Consultation Fee,1256.26,32.0,1
TXN-02770,CUST-0001,2024-06-15,Product Sale,379.95,15.0,1
TXN-02771,CUST-0144,2024-10-13,Consultation Fee,2912.31,32.0,1
TXN-02772,CUST-0094,2025-12-16,Enterprise License,30032.56,35.0,1
TXN-02773,CUST-0043,2024-10-12,Subscription Box,77.26,20.0,1
TXN-02774,CUST-0144,2025-01-05,Property Listing,2369.65,30.0,1
TXN-02775,CUST-0110,2025-03-17,PPC Campaign,20429.92,18.0,2
TXN-02776,CUST-0108,2025-09-17,Corporate Training,17625.02,22.0,1
TXN-02777,CUST-0022,2024-05-10,Corporate Training,26149.49,22.0,1
TXN-02778,CUST-0072,2024-07-05,Property Listing,3893.09,30.0,1
TXN-02779,CUST-0050,2025-01-23,Process Optimization,14758.88,22.0,3
TXN-02780,CUST-0085,2024-11-18,Valuation Report,3914.84,35.0,1
TXN-02781,CUST-0136,2025-04-20,Valuation Report,4598.48,35.0,2
TXN-02782,CUST-0072,2025-08-30,Valuation Report,1870.14,35.0,1
TXN-02783,CUST-0196,2025-12-27,Corporate Health,24068.01,22.0,2
TXN-02784,CUST-0137,2024-07-19,Property Listing,1251.59,30.0,1
TXN-02785,CUST-0026,2025-07-02,Market Analysis,22640.84,28.0,2
TXN-02786,CUST-0036,2025-01-25,Annual Subscription,825.47,45.0,1
TXN-02787,CUST-0065,2025-12-13,Premium Membership,95.67,18.0,1
TXN-02788,CUST-0096,2025-07-11,Executive Coaching,9141.53,35.0,1
TXN-02789,CUST-0146,2025-10-30,Social Media Mgmt,6883.56,22.0,1
TXN-02790,CUST-0080,2024-02-08,Enterprise License,32901.72,35.0,1
TXN-02791,CUST-0092,2024-10-02,Retainer,27715.72,28.0,1
TXN-02792,CUST-0117,2025-10-28,Monthly Subscription,178.32,40.0,1
TXN-02793,CUST-0100,2024-09-04,SEO Package,6908.67,20.0,1
TXN-02794,CUST-0088,2025-07-20,PPC Campaign,20508.89,18.0,1
TXN-02795,CUST-0156,2025-12-24,Annual Subscription,4520.07,45.0,1
TXN-02796,CUST-0112,2025-10-01,Executive Coaching,17843.64,35.0,1
TXN-02797,CUST-0097,2025-10-22,Executive Coaching,8685.42,35.0,1
TXN-02798,CUST-0159,2024-12-22,Process Optimization,67987.42,22.0,3
TXN-02799,CUST-0022,2025-05-18,Course Enrollment,800.43,20.0,2
TXN-02800,CUST-0112,2025-05-20,Market Analysis,19625.61,28.0,1
TXN-02801,CUST-0099,2024-11-29,Hourly Consultation,2123.26,35.0,1
TXN-02802,CUST-0029,2025-06-24,Telemedicine Plan,2510.42,28.0,1
TXN-02803,CUST-0125,2025-01-27,PPC Campaign,13506.74,18.0,1
TXN-02804,CUST-0142,2025-12-12,SEO Package,3007.06,20.0,1
TXN-02805,CUST-0152,2025-09-26,Hourly Consultation,1073.28,35.0,1
TXN-02806,CUST-0098,2024-12-21,Contract Review,5795.36,30.0,1
TXN-02807,CUST-0042,2025-09-18,Property Management,5215.87,25.0,1
TXN-02808,CUST-0170,2024-09-08,SEO Package,7886.58,20.0,1
TXN-02809,CUST-0034,2025-12-18,Hourly Consultation,2951.56,35.0,1
TXN-02810,CUST-0197,2024-07-19,SEO Package,7719.28,20.0,1
TXN-02811,CUST-0065,2025-06-09,Product Sale,287.85,15.0,1
TXN-02812,CUST-0126,2025-05-31,Executive Coaching,19413.46,35.0,1
TXN-02813,CUST-0140,2025-09-17,Property Listing,2897.28,30.0,1
TXN-02814,CUST-0152,2025-08-14,Litigation Support,74553.82,25.0,1
TXN-02815,CUST-0036,2024-06-26,Annual Subscription,3980.75,45.0,1
TXN-02816,CUST-0050,2025-04-30,Process Optimization,8879.2,22.0,1
TXN-02817,CUST-0038,2024-10-22,Enterprise License,7605.54,35.0,1
TXN-02818,CUST-0194,2025-06-08,Implementation Fee,7332.87,20.0,1
TXN-02819,CUST-0134,2025-05-16,PPC Campaign,3678.8,18.0,1
TXN-02820,CUST-0007,2024-09-14,Website Development,22288.75,25.0,1
TXN-02821,CUST-0065,2025-05-21,Product Sale,406.35,15.0,1
TXN-02822,CUST-0002,2025-07-14,Subscription Box,120.49,20.0,2
TXN-02823,CUST-0104,2025-03-11,Process Optimization,18354.56,22.0,1
TXN-02824,CUST-0184,2024-02-23,Implementation Fee,10163.4,20.0,1
TXN-02825,CUST-0167,2025-04-14,PPC Campaign,18165.04,18.0,1
TXN-02826,CUST-0179,2025-09-14,Workshop Ticket,367.89,25.0,1
TXN-02827,CUST-0169,2025-02-07,Executive Coaching,20757.31,35.0,1
TXN-02828,CUST-0056,2025-12-21,Litigation Support,58398.83,25.0,1
TXN-02829,CUST-0149,2025-11-23,Premium Membership,104.07,18.0,1
TXN-02830,CUST-0160,2024-03-25,SEO Package,3183.55,20.0,1
TXN-02831,CUST-0154,2025-12-08,Social Media Mgmt,6275.5,22.0,1
TXN-02832,CUST-0117,2025-06-14,Monthly Subscription,294.73,40.0,1
TXN-02833,CUST-0114,2025-12-10,Process Optimization,18967.86,22.0,1
TXN-02834,CUST-0003,2025-09-05,Website Development,30584.07,25.0,1
TXN-02835,CUST-0039,2024-09-23,Retainer,5923.4,28.0,1
TXN-02836,CUST-0058,2025-04-01,Website Development,41223.9,25.0,1
TXN-02837,CUST-0186,2025-05-18,SEO Package,4121.43,20.0,1
TXN-02838,CUST-0142,2025-12-01,SEO Package,1961.87,20.0,1
TXN-02839,CUST-0036,2025-06-01,Annual Subscription,658.79,45.0,1
TXN-02840,CUST-0158,2024-11-16,Subscription Box,134.3,20.0,1
TXN-02841,CUST-0148,2025-12-17,Subscription Box,112.01,20.0,1
TXN-02842,CUST-0087,2024-10-06,Premium Membership,829.5,18.0,1
TXN-02843,CUST-0062,2025-01-19,Retainer,8807.86,28.0,1
TXN-02844,CUST-0103,2025-01-21,Hourly Consultation,432.45,35.0,1
TXN-02845,CUST-0128,2024-09-24,Website Development,24158.17,25.0,1
TXN-02846,CUST-0088,2025-04-16,PPC Campaign,14724.09,18.0,1
TXN-02847,CUST-0051,2025-06-22,Annual Subscription,4964.22,45.0,1
TXN-02848,CUST-0171,2025-11-26,Property Management,8567.24,25.0,1
TXN-02849,CUST-0070,2025-01-18,Monthly Subscription,152.29,40.0,1
TXN-02850,CUST-0131,2024-08-17,Annual Subscription,731.86,45.0,3
TXN-02851,CUST-0149,2025-06-02,Premium Membership,808.16,18.0,1
TXN-02852,CUST-0182,2024-10-11,Litigation Support,11962.7,25.0,2
TXN-02853,CUST-0039,2024-05-11,Litigation Support,69268.17,25.0,1
TXN-02854,CUST-0016,2024-05-13,Retainer,12316.25,28.0,1
TXN-02855,CUST-0042,2025-01-23,Consultation Fee,1982.86,32.0,1
TXN-02856,CUST-0173,2025-04-22,Social Media Mgmt,7386.41,22.0,1
TXN-02857,CUST-0177,2025-08-06,PPC Campaign,14661.32,18.0,1
TXN-02858,CUST-0089,2025-12-08,Process Optimization,44351.7,22.0,1
TXN-02859,CUST-0137,2024-06-30,Property Management,8420.13,25.0,1
TXN-02860,CUST-0150,2025-08-29,Corporate Health,14097.54,22.0,2
TXN-02861,CUST-0182,2024-11-22,Litigation Support,49069.5,25.0,1
TXN-02862,CUST-0053,2025-01-26,Implementation Fee,14575.18,20.0,1
TXN-02863,CUST-0144,2025-05-13,Property Listing,1274.13,30.0,1
TXN-02864,CUST-0103,2025-03-07,Hourly Consultation,2498.35,35.0,1
TXN-02865,CUST-0073,2024-04-06,Social Media Mgmt,8392.3,22.0,1
TXN-02866,CUST-0012,2025-05-14,Premium Membership,553.79,18.0,1
TXN-02867,CUST-0112,2025-05-17,Process Optimization,10569.38,22.0,1
TXN-02868,CUST-0046,2024-07-28,Website Development,56073.48,25.0,1
TXN-02869,CUST-0084,2024-12-23,Bulk Order,5218.63,12.0,1
TXN-02870,CUST-0021,2024-07-09,Strategy Session,12926.66,30.0,1
TXN-02871,CUST-0022,2025-02-25,Corporate Training,16691.46,22.0,1
TXN-02872,CUST-0078,2025-09-23,Valuation Report,1797.72,35.0,1
TXN-02873,CUST-0180,2025-05-16,Premium Membership,807.66,18.0,1
TXN-02874,CUST-0190,2025-12-30,Valuation Report,1050.9,35.0,1
TXN-02875,CUST-0031,2024-05-28,Valuation Report,1686.4,35.0,3
TXN-02876,CUST-0143,2024-11-28,Valuation Report,2218.99,35.0,1
TXN-02877,CUST-0102,2024-10-12,SEO Package,4104.56,20.0,1
TXN-02878,CUST-0140,2025-10-14,Property Management,4758.41,25.0,1
TXN-02879,CUST-0014,2024-12-31,Property Management,1268.02,25.0,1
TXN-02880,CUST-0039,2025-05-22,Hourly Consultation,562.94,35.0,1
TXN-02881,CUST-0040,2024-09-28,Corporate Health,26651.96,22.0,1
TXN-02882,CUST-0103,2025-07-01,Litigation Support,65701.92,25.0,1
TXN-02883,CUST-0186,2025-12-24,SEO Package,4933.6,20.0,1
TXN-02884,CUST-0124,2024-06-19,Property Listing,3266.88,30.0,1
TXN-02885,CUST-0101,2025-04-01,Consultation Fee,930.53,32.0,1
TXN-02886,CUST-0145,2025-11-19,Enterprise License,35224.86,35.0,1
TXN-02887,CUST-0031,2025-03-06,Valuation Report,3671.62,35.0,2
TXN-02888,CUST-0094,2025-01-21,Implementation Fee,17195.53,20.0,1
TXN-02889,CUST-0181,2025-03-08,Annual Subscription,3956.04,28.0,1
TXN-02890,CUST-0041,2025-03-12,Bulk Order,36051.68,12.0,1
TXN-02891,CUST-0195,2025-12-16,Product Sale,63.39,15.0,1
TXN-02892,CUST-0088,2025-08-15,SEO Package,3068.99,20.0,1
TXN-02893,CUST-0130,2025-03-08,Process Optimization,40101.84,22.0,1
TXN-02894,CUST-0118,2024-10-27,Subscription Box,184.77,20.0,1
TXN-02895,CUST-0199,2025-01-07,PPC Campaign,22589.74,18.0,1
TXN-02896,CUST-0035,2024-09-12,Corporate Training,15154.99,22.0,1
TXN-02897,CUST-0038,2025-09-04,Enterprise License,39948.85,35.0,1
